id,secret,server,farm,title,isprimary,ispublic,isfriend,isfamily,license,o_width,o_height,dateupload,lastupdate,datetaken,datetakengranularity,datetakenunknown,ownername,iconserver,iconfarm,views,tags,machine_tags,latitude,longitude,accuracy,context,url_sq,height_sq,width_sq,url_t,height_t,width_t,url_s,height_s,width_s,url_m,height_m,width_m,url_z,height_z,width_z,url_l,height_l,width_l,url_o,height_o,width_o,url_q,height_q,width_q,url_n,height_n,width_n,url_k,height_k,width_k,url_h,height_h,width_h,pathalias,description_content
54433573420,58c8070990,65535,66,P1520927,1,1,0,0,9,3424,3424,2025-04-05 23:20:31 -0700,2025-04-20 00:03:38 -0700,2025-04-04 22:18:47 UTC,0,0,roland,5485,6,17,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54433573420_58c8070990_s.jpg,75,75,https://live.staticflickr.com/65535/54433573420_58c8070990_t.jpg,100,100,https://live.staticflickr.com/65535/54433573420_58c8070990_m.jpg,240,240,https://live.staticflickr.com/65535/54433573420_58c8070990.jpg,500,500,https://live.staticflickr.com/65535/54433573420_58c8070990_z.jpg,640,640,https://live.staticflickr.com/65535/54433573420_58c8070990_b.jpg,1024,1024,https://live.staticflickr.com/65535/54433573420_fff081c4c6_o.jpg,3424,3424,https://live.staticflickr.com/65535/54433573420_58c8070990_q.jpg,150,150,https://live.staticflickr.com/65535/54433573420_58c8070990_n.jpg,320,320,https://live.staticflickr.com/65535/54433573420_7a23d7f69f_k.jpg,2048,2048,https://live.staticflickr.com/65535/54433573420_cc61049cf1_h.jpg,1600,1600,roland,""
54433573760,4a8d007d9e,65535,66,P1520928,0,1,0,0,9,3424,3424,2025-04-05 23:20:42 -0700,2025-04-20 00:03:37 -0700,2025-04-04 22:18:57 UTC,0,0,roland,5485,6,8,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54433573760_4a8d007d9e_s.jpg,75,75,https://live.staticflickr.com/65535/54433573760_4a8d007d9e_t.jpg,100,100,https://live.staticflickr.com/65535/54433573760_4a8d007d9e_m.jpg,240,240,https://live.staticflickr.com/65535/54433573760_4a8d007d9e.jpg,500,500,https://live.staticflickr.com/65535/54433573760_4a8d007d9e_z.jpg,640,640,https://live.staticflickr.com/65535/54433573760_4a8d007d9e_b.jpg,1024,1024,https://live.staticflickr.com/65535/54433573760_fb3c8dd72e_o.jpg,3424,3424,https://live.staticflickr.com/65535/54433573760_4a8d007d9e_q.jpg,150,150,https://live.staticflickr.com/65535/54433573760_4a8d007d9e_n.jpg,320,320,https://live.staticflickr.com/65535/54433573760_cacbe6520e_k.jpg,2048,2048,https://live.staticflickr.com/65535/54433573760_8410532815_h.jpg,1600,1600,roland,""
54433450288,c28760c780,65535,66,P1520929,0,1,0,0,9,3424,3424,2025-04-05 23:20:37 -0700,2025-04-20 00:03:36 -0700,2025-04-04 22:19:02 UTC,0,0,roland,5485,6,15,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54433450288_c28760c780_s.jpg,75,75,https://live.staticflickr.com/65535/54433450288_c28760c780_t.jpg,100,100,https://live.staticflickr.com/65535/54433450288_c28760c780_m.jpg,240,240,https://live.staticflickr.com/65535/54433450288_c28760c780.jpg,500,500,https://live.staticflickr.com/65535/54433450288_c28760c780_z.jpg,640,640,https://live.staticflickr.com/65535/54433450288_c28760c780_b.jpg,1024,1024,https://live.staticflickr.com/65535/54433450288_e9820e8fd2_o.jpg,3424,3424,https://live.staticflickr.com/65535/54433450288_c28760c780_q.jpg,150,150,https://live.staticflickr.com/65535/54433450288_c28760c780_n.jpg,320,320,https://live.staticflickr.com/65535/54433450288_35a4a4aaa8_k.jpg,2048,2048,https://live.staticflickr.com/65535/54433450288_9247d1c117_h.jpg,1600,1600,roland,""
54433392709,0938c7c3ba,65535,66,P1520930,0,1,0,0,9,3424,3424,2025-04-05 23:20:43 -0700,2025-04-20 00:03:35 -0700,2025-04-04 22:20:33 UTC,0,0,roland,5485,6,8,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54433392709_0938c7c3ba_s.jpg,75,75,https://live.staticflickr.com/65535/54433392709_0938c7c3ba_t.jpg,100,100,https://live.staticflickr.com/65535/54433392709_0938c7c3ba_m.jpg,240,240,https://live.staticflickr.com/65535/54433392709_0938c7c3ba.jpg,500,500,https://live.staticflickr.com/65535/54433392709_0938c7c3ba_z.jpg,640,640,https://live.staticflickr.com/65535/54433392709_0938c7c3ba_b.jpg,1024,1024,https://live.staticflickr.com/65535/54433392709_636c3cc33c_o.jpg,3424,3424,https://live.staticflickr.com/65535/54433392709_0938c7c3ba_q.jpg,150,150,https://live.staticflickr.com/65535/54433392709_0938c7c3ba_n.jpg,320,320,https://live.staticflickr.com/65535/54433392709_5ff2a9526e_k.jpg,2048,2048,https://live.staticflickr.com/65535/54433392709_25fc862887_h.jpg,1600,1600,roland,""
54432343577,77323756e8,65535,66,P1520931,0,1,0,0,9,3424,3424,2025-04-05 23:19:27 -0700,2025-04-20 00:03:34 -0700,2025-04-04 22:20:35 UTC,0,0,roland,5485,6,7,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54432343577_77323756e8_s.jpg,75,75,https://live.staticflickr.com/65535/54432343577_77323756e8_t.jpg,100,100,https://live.staticflickr.com/65535/54432343577_77323756e8_m.jpg,240,240,https://live.staticflickr.com/65535/54432343577_77323756e8.jpg,500,500,https://live.staticflickr.com/65535/54432343577_77323756e8_z.jpg,640,640,https://live.staticflickr.com/65535/54432343577_77323756e8_b.jpg,1024,1024,https://live.staticflickr.com/65535/54432343577_b486c61116_o.jpg,3424,3424,https://live.staticflickr.com/65535/54432343577_77323756e8_q.jpg,150,150,https://live.staticflickr.com/65535/54432343577_77323756e8_n.jpg,320,320,https://live.staticflickr.com/65535/54432343577_e2de34cea9_k.jpg,2048,2048,https://live.staticflickr.com/65535/54432343577_495e1b043b_h.jpg,1600,1600,roland,""
54433198741,e8803b89a6,65535,66,P1520932,0,1,0,0,9,3424,3424,2025-04-05 23:20:31 -0700,2025-04-20 00:03:33 -0700,2025-04-04 22:20:55 UTC,0,0,roland,5485,6,19,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54433198741_e8803b89a6_s.jpg,75,75,https://live.staticflickr.com/65535/54433198741_e8803b89a6_t.jpg,100,100,https://live.staticflickr.com/65535/54433198741_e8803b89a6_m.jpg,240,240,https://live.staticflickr.com/65535/54433198741_e8803b89a6.jpg,500,500,https://live.staticflickr.com/65535/54433198741_e8803b89a6_z.jpg,640,640,https://live.staticflickr.com/65535/54433198741_e8803b89a6_b.jpg,1024,1024,https://live.staticflickr.com/65535/54433198741_cc506a4cbd_o.jpg,3424,3424,https://live.staticflickr.com/65535/54433198741_e8803b89a6_q.jpg,150,150,https://live.staticflickr.com/65535/54433198741_e8803b89a6_n.jpg,320,320,https://live.staticflickr.com/65535/54433198741_cd07ed55c6_k.jpg,2048,2048,https://live.staticflickr.com/65535/54433198741_e8edfbcf85_h.jpg,1600,1600,roland,""
54433449748,8dc79e7316,65535,66,P1520933,0,1,0,0,9,3424,3424,2025-04-05 23:20:15 -0700,2025-04-20 00:03:32 -0700,2025-04-04 22:20:56 UTC,0,0,roland,5485,6,38,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54433449748_8dc79e7316_s.jpg,75,75,https://live.staticflickr.com/65535/54433449748_8dc79e7316_t.jpg,100,100,https://live.staticflickr.com/65535/54433449748_8dc79e7316_m.jpg,240,240,https://live.staticflickr.com/65535/54433449748_8dc79e7316.jpg,500,500,https://live.staticflickr.com/65535/54433449748_8dc79e7316_z.jpg,640,640,https://live.staticflickr.com/65535/54433449748_8dc79e7316_b.jpg,1024,1024,https://live.staticflickr.com/65535/54433449748_9f7d6ef8e7_o.jpg,3424,3424,https://live.staticflickr.com/65535/54433449748_8dc79e7316_q.jpg,150,150,https://live.staticflickr.com/65535/54433449748_8dc79e7316_n.jpg,320,320,https://live.staticflickr.com/65535/54433449748_6cbc72c848_k.jpg,2048,2048,https://live.staticflickr.com/65535/54433449748_5343ebe0d8_h.jpg,1600,1600,roland,""
54433197781,bb74a59842,65535,66,P1520934,0,1,0,0,9,3424,3424,2025-04-05 23:19:53 -0700,2025-04-20 00:03:31 -0700,2025-04-04 22:22:42 UTC,0,0,roland,5485,6,39,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54433197781_bb74a59842_s.jpg,75,75,https://live.staticflickr.com/65535/54433197781_bb74a59842_t.jpg,100,100,https://live.staticflickr.com/65535/54433197781_bb74a59842_m.jpg,240,240,https://live.staticflickr.com/65535/54433197781_bb74a59842.jpg,500,500,https://live.staticflickr.com/65535/54433197781_bb74a59842_z.jpg,640,640,https://live.staticflickr.com/65535/54433197781_bb74a59842_b.jpg,1024,1024,https://live.staticflickr.com/65535/54433197781_bd11ff78a3_o.jpg,3424,3424,https://live.staticflickr.com/65535/54433197781_bb74a59842_q.jpg,150,150,https://live.staticflickr.com/65535/54433197781_bb74a59842_n.jpg,320,320,https://live.staticflickr.com/65535/54433197781_c04edd96ae_k.jpg,2048,2048,https://live.staticflickr.com/65535/54433197781_93d7a71ecf_h.jpg,1600,1600,roland,""
54433391399,9dc8501bf9,65535,66,P1520935,0,1,0,0,9,3424,3424,2025-04-05 23:19:52 -0700,2025-04-20 00:03:30 -0700,2025-04-04 22:22:43 UTC,0,0,roland,5485,6,36,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54433391399_9dc8501bf9_s.jpg,75,75,https://live.staticflickr.com/65535/54433391399_9dc8501bf9_t.jpg,100,100,https://live.staticflickr.com/65535/54433391399_9dc8501bf9_m.jpg,240,240,https://live.staticflickr.com/65535/54433391399_9dc8501bf9.jpg,500,500,https://live.staticflickr.com/65535/54433391399_9dc8501bf9_z.jpg,640,640,https://live.staticflickr.com/65535/54433391399_9dc8501bf9_b.jpg,1024,1024,https://live.staticflickr.com/65535/54433391399_501c4a0008_o.jpg,3424,3424,https://live.staticflickr.com/65535/54433391399_9dc8501bf9_q.jpg,150,150,https://live.staticflickr.com/65535/54433391399_9dc8501bf9_n.jpg,320,320,https://live.staticflickr.com/65535/54433391399_f36ae370f0_k.jpg,2048,2048,https://live.staticflickr.com/65535/54433391399_8191e1381a_h.jpg,1600,1600,roland,""
54433389114,d129d70d82,65535,66,P1520936,0,1,0,0,9,3424,3424,2025-04-05 23:18:03 -0700,2025-04-20 00:03:30 -0700,2025-04-04 22:22:52 UTC,0,0,roland,5485,6,11,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54433389114_d129d70d82_s.jpg,75,75,https://live.staticflickr.com/65535/54433389114_d129d70d82_t.jpg,100,100,https://live.staticflickr.com/65535/54433389114_d129d70d82_m.jpg,240,240,https://live.staticflickr.com/65535/54433389114_d129d70d82.jpg,500,500,https://live.staticflickr.com/65535/54433389114_d129d70d82_z.jpg,640,640,https://live.staticflickr.com/65535/54433389114_d129d70d82_b.jpg,1024,1024,https://live.staticflickr.com/65535/54433389114_e0e5ec4abd_o.jpg,3424,3424,https://live.staticflickr.com/65535/54433389114_d129d70d82_q.jpg,150,150,https://live.staticflickr.com/65535/54433389114_d129d70d82_n.jpg,320,320,https://live.staticflickr.com/65535/54433389114_b8f0cb1f3f_k.jpg,2048,2048,https://live.staticflickr.com/65535/54433389114_c49813efb1_h.jpg,1600,1600,roland,""
